status,cmd_match,total_time,end_time
True,True,0.04764604568481445,2024-12-09T17:36:50.972516
True,True,0.06551575660705566,2024-12-09T17:36:51.039279
True,True,0.015440225601196289,2024-12-09T17:36:51.056418
True,True,0.08555173873901367,2024-12-09T17:36:51.143375
True,True,0.020819664001464844,2024-12-09T17:36:51.165467
True,True,0.07909131050109863,2024-12-09T17:36:51.245627
True,True,0.012588977813720703,2024-12-09T17:36:51.259315
True,True,0.08078217506408691,2024-12-09T17:36:51.341152
True,True,0.016605854034423828,2024-12-09T17:36:51.359033
True,True,0.08150625228881836,2024-12-09T17:36:51.441733
True,True,0.01563262939453125,2024-12-09T17:36:51.458617
True,True,0.07849764823913574,2024-12-09T17:36:51.538270
True,True,0.014513015747070312,2024-12-09T17:36:51.553993
True,True,0.08230066299438477,2024-12-09T17:36:51.637499
True,True,0.01726555824279785,2024-12-09T17:36:51.656042
True,True,0.08455801010131836,2024-12-09T17:36:51.741874
True,True,0.015935182571411133,2024-12-09T17:36:51.759443
True,True,0.08383297920227051,2024-12-09T17:36:51.844438
True,True,0.015903234481811523,2024-12-09T17:36:51.861560
True,True,0.07589316368103027,2024-12-09T17:36:51.938635
True,True,0.01613450050354004,2024-12-09T17:36:51.956053
True,True,0.08165907859802246,2024-12-09T17:36:52.038857
True,True,0.013847589492797852,2024-12-09T17:36:52.054034
True,True,0.08269858360290527,2024-12-09T17:36:52.137956
True,True,0.019652605056762695,2024-12-09T17:36:52.158889
True,True,0.08611345291137695,2024-12-09T17:36:52.246198
True,True,0.018549203872680664,2024-12-09T17:36:52.265897
True,True,0.07509064674377441,2024-12-09T17:36:52.342191
True,True,0.01378941535949707,2024-12-09T17:36:52.357255
True,True,0.08439993858337402,2024-12-09T17:36:52.442709
True,True,0.02187061309814453,2024-12-09T17:36:52.465778
True,True,0.07399821281433105,2024-12-09T17:36:52.541049
True,True,0.019141674041748047,2024-12-09T17:36:52.561551
True,True,0.07800030708312988,2024-12-09T17:36:52.640739
True,True,0.015917301177978516,2024-12-09T17:36:52.657784
True,True,0.08810067176818848,2024-12-09T17:36:52.747015
True,True,0.021201610565185547,2024-12-09T17:36:52.769799
True,True,0.07517242431640625,2024-12-09T17:36:52.846253
True,True,0.09126520156860352,2024-12-09T17:36:52.938695
True,True,0.021691322326660156,2024-12-09T17:36:52.961615
True,True,0.0774683952331543,2024-12-09T17:36:53.040389
True,True,0.0215911865234375,2024-12-09T17:36:53.063298
True,True,0.08069086074829102,2024-12-09T17:36:53.145234
True,True,0.01656031608581543,2024-12-09T17:36:53.163011
True,True,0.08321833610534668,2024-12-09T17:36:53.247459
True,True,0.09351730346679688,2024-12-09T17:36:53.342243
True,True,0.016107797622680664,2024-12-09T17:36:53.359610
True,True,0.07901477813720703,2024-12-09T17:36:53.439766
True,True,0.020099639892578125,2024-12-09T17:36:53.461133
True,True,0.08579182624816895,2024-12-09T17:36:53.548464
True,True,0.01633143424987793,2024-12-09T17:36:53.565900
True,True,0.08990025520324707,2024-12-09T17:36:53.656988
True,True,0.07941865921020508,2024-12-09T17:36:53.737764
True,True,0.020409584045410156,2024-12-09T17:36:53.759403
True,True,0.082305908203125,2024-12-09T17:36:53.843056
True,True,0.014424562454223633,2024-12-09T17:36:53.858761
True,True,0.08612704277038574,2024-12-09T17:36:53.946092
True,True,0.018221378326416016,2024-12-09T17:36:53.965746
True,True,0.015516042709350586,2024-12-09T17:36:53.982596
True,True,0.06376051902770996,2024-12-09T17:36:54.047547
True,True,0.02281475067138672,2024-12-09T17:36:54.071581
True,True,0.07524609565734863,2024-12-09T17:36:54.147948
True,True,0.018277883529663086,2024-12-09T17:36:54.167360
True,True,0.07289958000183105,2024-12-09T17:36:54.241344
True,True,0.012231588363647461,2024-12-09T17:36:54.254787
True,True,0.08458185195922852,2024-12-09T17:36:54.340458
True,True,0.01168513298034668,2024-12-09T17:36:54.353454
True,True,0.08494043350219727,2024-12-09T17:36:54.439386
True,True,0.014413118362426758,2024-12-09T17:36:54.455176
True,True,0.08731937408447266,2024-12-09T17:36:54.543705
True,True,0.019503355026245117,2024-12-09T17:36:54.564495
True,True,0.0820775032043457,2024-12-09T17:36:54.647903
True,True,0.018404006958007812,2024-12-09T17:36:54.667459
True,True,0.0786900520324707,2024-12-09T17:36:54.747345
True,True,0.09626364707946777,2024-12-09T17:36:54.845063
True,True,0.017029285430908203,2024-12-09T17:36:54.863247
True,True,0.0754096508026123,2024-12-09T17:36:54.939879
True,True,0.014876842498779297,2024-12-09T17:36:54.956529
True,True,0.08859586715698242,2024-12-09T17:36:55.046276
True,True,0.013136863708496094,2024-12-09T17:36:55.060678
True,True,0.08448505401611328,2024-12-09T17:36:55.146430
True,True,0.016224384307861328,2024-12-09T17:36:55.163852
True,True,0.07510042190551758,2024-12-09T17:36:55.240078
True,True,0.017729997634887695,2024-12-09T17:36:55.259046
True,True,0.08397889137268066,2024-12-09T17:36:55.344243
True,True,0.02013993263244629,2024-12-09T17:36:55.365715
True,True,0.07986950874328613,2024-12-09T17:36:55.446701
True,True,0.01593637466430664,2024-12-09T17:36:55.463801
True,True,0.07837677001953125,2024-12-09T17:36:55.543338
True,True,0.016554832458496094,2024-12-09T17:36:55.561095
True,True,0.08056974411010742,2024-12-09T17:36:55.642858
True,True,0.09587860107421875,2024-12-09T17:36:55.740060
True,True,0.014580249786376953,2024-12-09T17:36:55.755968
True,True,0.024405479431152344,2024-12-09T17:36:55.781690
True,True,0.06510496139526367,2024-12-09T17:36:55.848091
True,True,0.09314823150634766,2024-12-09T17:36:55.942466
True,True,0.015987873077392578,2024-12-09T17:36:55.959692
True,True,0.08098363876342773,2024-12-09T17:36:56.041822
True,True,0.016524314880371094,2024-12-09T17:36:56.059342
True,True,0.08390927314758301,2024-12-09T17:36:56.144495
True,True,0.10194540023803711,2024-12-09T17:36:56.247538
True,True,0.017307281494140625,2024-12-09T17:36:56.266088
True,True,0.07976603507995605,2024-12-09T17:36:56.346987
True,True,0.017577409744262695,2024-12-09T17:36:56.366212
True,True,0.08109736442565918,2024-12-09T17:36:56.448429
True,True,0.09131002426147461,2024-12-09T17:36:56.541008
True,True,0.016596078872680664,2024-12-09T17:36:56.558921
True,True,0.08608722686767578,2024-12-09T17:36:56.646234
True,True,0.014991521835327148,2024-12-09T17:36:56.662435
True,True,0.018909931182861328,2024-12-09T17:36:56.682534
True,True,0.05703401565551758,2024-12-09T17:36:56.740726
