dep_name,timestamp,cr_timestamp,time_window,container_name,cpu_use,mem_use
rest-6db8bbcfc6-c7blv,2024-12-10T00:45:55Z,2024-12-10T00:45:57Z,15.005s,master,34131089n,31048Ki
rest-6db8bbcfc6-hnxr5,2024-12-10T00:45:55Z,2024-12-10T00:45:57Z,15.006s,master,35360615n,29216Ki
rest-6db8bbcfc6-pkcpj,2024-12-10T00:45:55Z,2024-12-10T00:45:57Z,15.004s,master,32775240n,29104Ki
rest-6db8bbcfc6-vr428,2024-12-10T00:45:55Z,2024-12-10T00:45:57Z,15.006s,master,32888024n,31084Ki
workerchar-67cfcffdf5-6mtkn,2024-12-10T00:45:55Z,2024-12-10T00:45:57Z,15.006s,workerchar,33181680n,22124Ki
workerchar-67cfcffdf5-hbsbk,2024-12-10T00:45:55Z,2024-12-10T00:45:57Z,15.001s,workerchar,83228058n,22156Ki
workerchar-67cfcffdf5-zmncl,2024-12-10T00:45:55Z,2024-12-10T00:45:57Z,15.003s,workerchar,80718562n,22116Ki
workerdb-665c87bb99-d25hj,2024-12-10T00:45:55Z,2024-12-10T00:45:57Z,15.006s,workerdb,83340597n,26680Ki
workerdb-665c87bb99-ksfzw,2024-12-10T00:45:55Z,2024-12-10T00:45:57Z,15.006s,workerdb,82121864n,26680Ki
workerdb-665c87bb99-pf9rw,2024-12-10T00:45:55Z,2024-12-10T00:45:57Z,15.003s,workerdb,81095300n,28524Ki
workerdb-665c87bb99-wlfp7,2024-12-10T00:45:55Z,2024-12-10T00:45:57Z,15.006s,workerdb,6937n,27404Ki
workerroll-dbdf6dcd4-hzfdp,2024-12-10T00:45:55Z,2024-12-10T00:45:57Z,15.004s,workerroll,0,20604Ki
cassdb01-cassandra-0,2024-12-10T00:45:55Z,2024-12-10T00:45:59Z,15.004s,cassandra,423598687n,1981892Ki
cassdb01-cassandra-1,2024-12-10T00:45:55Z,2024-12-10T00:45:59Z,15.003s,cassandra,268756368n,1741400Ki
cassdb01-cassandra-2,2024-12-10T00:45:55Z,2024-12-10T00:45:59Z,15.005s,cassandra,374430549n,1772228Ki
rabbitmq-5b7c5c8594-46pgb,2024-12-10T00:45:55Z,2024-12-10T00:45:59Z,15.004s,rabbitmq,3114969n,152284Ki
rabbitmq-5b7c5c8594-5znq2,2024-12-10T00:45:55Z,2024-12-10T00:45:59Z,15.006s,rabbitmq,2813234n,164232Ki
rabbitmq-5b7c5c8594-8fztx,2024-12-10T00:45:55Z,2024-12-10T00:45:59Z,15.006s,rabbitmq,2655264n,159324Ki
rabbitmq-5b7c5c8594-97cgd,2024-12-10T00:45:55Z,2024-12-10T00:45:59Z,15.004s,rabbitmq,12581591n,170732Ki
rabbitmq-5b7c5c8594-g6m5z,2024-12-10T00:45:55Z,2024-12-10T00:45:59Z,15.007s,rabbitmq,2935376n,160216Ki
rabbitmq-5b7c5c8594-ldjs4,2024-12-10T00:45:55Z,2024-12-10T00:45:59Z,15.004s,rabbitmq,3008551n,155360Ki
rabbitmq-5b7c5c8594-lvhsg,2024-12-10T00:45:55Z,2024-12-10T00:45:59Z,15.003s,rabbitmq,2763767n,157328Ki
rabbitmq-5b7c5c8594-plk7b,2024-12-10T00:45:55Z,2024-12-10T00:45:59Z,15.006s,rabbitmq,90085399n,333752Ki
rabbitmq-5b7c5c8594-rls7p,2024-12-10T00:45:55Z,2024-12-10T00:45:59Z,15.006s,rabbitmq,3000839n,160204Ki
rabbitmq-5b7c5c8594-vxb5r,2024-12-10T00:45:55Z,2024-12-10T00:45:59Z,15.003s,rabbitmq,2816923n,162256Ki
rest-6db8bbcfc6-b7rll,2024-12-10T00:45:55Z,2024-12-10T00:45:59Z,15.006s,master,34674623n,31168Ki
rest-6db8bbcfc6-c29h4,2024-12-10T00:45:55Z,2024-12-10T00:45:59Z,15.006s,master,33100819n,31136Ki
rest-6db8bbcfc6-c7blv,2024-12-10T00:45:55Z,2024-12-10T00:45:59Z,15.005s,master,34131089n,31048Ki
rest-6db8bbcfc6-hnxr5,2024-12-10T00:45:55Z,2024-12-10T00:45:59Z,15.006s,master,35360615n,29216Ki
rest-6db8bbcfc6-pkcpj,2024-12-10T00:45:55Z,2024-12-10T00:45:59Z,15.004s,master,32775240n,29104Ki
rest-6db8bbcfc6-vr428,2024-12-10T00:45:55Z,2024-12-10T00:45:59Z,15.006s,master,32888024n,31084Ki
workerchar-67cfcffdf5-6mtkn,2024-12-10T00:45:55Z,2024-12-10T00:45:59Z,15.006s,workerchar,33181680n,22124Ki
workerchar-67cfcffdf5-hbsbk,2024-12-10T00:45:55Z,2024-12-10T00:45:59Z,15.001s,workerchar,83228058n,22156Ki
workerchar-67cfcffdf5-zmncl,2024-12-10T00:45:55Z,2024-12-10T00:45:59Z,15.003s,workerchar,80718562n,22116Ki
workerdb-665c87bb99-d25hj,2024-12-10T00:45:55Z,2024-12-10T00:45:59Z,15.006s,workerdb,83340597n,26680Ki
workerdb-665c87bb99-ksfzw,2024-12-10T00:45:55Z,2024-12-10T00:45:59Z,15.006s,workerdb,82121864n,26680Ki
workerdb-665c87bb99-pf9rw,2024-12-10T00:45:55Z,2024-12-10T00:45:59Z,15.003s,workerdb,81095300n,28524Ki
workerdb-665c87bb99-wlfp7,2024-12-10T00:45:55Z,2024-12-10T00:45:59Z,15.006s,workerdb,6937n,27404Ki
workerroll-dbdf6dcd4-hzfdp,2024-12-10T00:45:55Z,2024-12-10T00:45:59Z,15.004s,workerroll,0,20604Ki
cassdb01-cassandra-0,2024-12-10T00:45:55Z,2024-12-10T00:46:04Z,15.004s,cassandra,423598687n,1981892Ki
cassdb01-cassandra-1,2024-12-10T00:45:55Z,2024-12-10T00:46:04Z,15.003s,cassandra,268756368n,1741400Ki
cassdb01-cassandra-2,2024-12-10T00:45:55Z,2024-12-10T00:46:04Z,15.005s,cassandra,374430549n,1772228Ki
rabbitmq-5b7c5c8594-46pgb,2024-12-10T00:45:55Z,2024-12-10T00:46:04Z,15.004s,rabbitmq,3114969n,152284Ki
rabbitmq-5b7c5c8594-5znq2,2024-12-10T00:45:55Z,2024-12-10T00:46:04Z,15.006s,rabbitmq,2813234n,164232Ki
rabbitmq-5b7c5c8594-8fztx,2024-12-10T00:45:55Z,2024-12-10T00:46:04Z,15.006s,rabbitmq,2655264n,159324Ki
rabbitmq-5b7c5c8594-97cgd,2024-12-10T00:45:55Z,2024-12-10T00:46:04Z,15.004s,rabbitmq,12581591n,170732Ki
rabbitmq-5b7c5c8594-g6m5z,2024-12-10T00:45:55Z,2024-12-10T00:46:04Z,15.007s,rabbitmq,2935376n,160216Ki
rabbitmq-5b7c5c8594-ldjs4,2024-12-10T00:45:55Z,2024-12-10T00:46:04Z,15.004s,rabbitmq,3008551n,155360Ki
rabbitmq-5b7c5c8594-lvhsg,2024-12-10T00:45:55Z,2024-12-10T00:46:04Z,15.003s,rabbitmq,2763767n,157328Ki
rabbitmq-5b7c5c8594-plk7b,2024-12-10T00:45:55Z,2024-12-10T00:46:04Z,15.006s,rabbitmq,90085399n,333752Ki
rabbitmq-5b7c5c8594-rls7p,2024-12-10T00:45:55Z,2024-12-10T00:46:04Z,15.006s,rabbitmq,3000839n,160204Ki
rabbitmq-5b7c5c8594-vxb5r,2024-12-10T00:45:55Z,2024-12-10T00:46:04Z,15.003s,rabbitmq,2816923n,162256Ki
rest-6db8bbcfc6-b7rll,2024-12-10T00:45:55Z,2024-12-10T00:46:04Z,15.006s,master,34674623n,31168Ki
rest-6db8bbcfc6-c29h4,2024-12-10T00:45:55Z,2024-12-10T00:46:04Z,15.006s,master,33100819n,31136Ki
rest-6db8bbcfc6-c7blv,2024-12-10T00:45:55Z,2024-12-10T00:46:04Z,15.005s,master,34131089n,31048Ki
rest-6db8bbcfc6-hnxr5,2024-12-10T00:45:55Z,2024-12-10T00:46:04Z,15.006s,master,35360615n,29216Ki
rest-6db8bbcfc6-pkcpj,2024-12-10T00:45:55Z,2024-12-10T00:46:04Z,15.004s,master,32775240n,29104Ki
rest-6db8bbcfc6-vr428,2024-12-10T00:45:55Z,2024-12-10T00:46:04Z,15.006s,master,32888024n,31084Ki
workerchar-67cfcffdf5-6mtkn,2024-12-10T00:45:55Z,2024-12-10T00:46:04Z,15.006s,workerchar,33181680n,22124Ki
workerchar-67cfcffdf5-hbsbk,2024-12-10T00:45:55Z,2024-12-10T00:46:04Z,15.001s,workerchar,83228058n,22156Ki
workerchar-67cfcffdf5-zmncl,2024-12-10T00:45:55Z,2024-12-10T00:46:04Z,15.003s,workerchar,80718562n,22116Ki
workerdb-665c87bb99-d25hj,2024-12-10T00:45:55Z,2024-12-10T00:46:04Z,15.006s,workerdb,83340597n,26680Ki
workerdb-665c87bb99-ksfzw,2024-12-10T00:45:55Z,2024-12-10T00:46:04Z,15.006s,workerdb,82121864n,26680Ki
workerdb-665c87bb99-pf9rw,2024-12-10T00:45:55Z,2024-12-10T00:46:04Z,15.003s,workerdb,81095300n,28524Ki
workerdb-665c87bb99-wlfp7,2024-12-10T00:45:55Z,2024-12-10T00:46:04Z,15.006s,workerdb,6937n,27404Ki
workerroll-dbdf6dcd4-hzfdp,2024-12-10T00:45:55Z,2024-12-10T00:46:04Z,15.004s,workerroll,0,20604Ki
cassdb01-cassandra-0,2024-12-10T00:46:07Z,2024-12-10T00:46:09Z,12.268s,cassandra,195367231n,1981996Ki
cassdb01-cassandra-1,2024-12-10T00:46:07Z,2024-12-10T00:46:09Z,12.27s,cassandra,301098736n,1741176Ki
cassdb01-cassandra-2,2024-12-10T00:46:07Z,2024-12-10T00:46:09Z,12.271s,cassandra,382228628n,1772260Ki
rabbitmq-5b7c5c8594-46pgb,2024-12-10T00:46:07Z,2024-12-10T00:46:09Z,12.271s,rabbitmq,2884964n,152292Ki
rabbitmq-5b7c5c8594-5znq2,2024-12-10T00:46:07Z,2024-12-10T00:46:09Z,12.271s,rabbitmq,2724635n,164276Ki
rabbitmq-5b7c5c8594-8fztx,2024-12-10T00:46:07Z,2024-12-10T00:46:09Z,12.268s,rabbitmq,3221119n,159448Ki
rabbitmq-5b7c5c8594-97cgd,2024-12-10T00:46:07Z,2024-12-10T00:46:09Z,12.27s,rabbitmq,11517644n,174548Ki
rabbitmq-5b7c5c8594-g6m5z,2024-12-10T00:46:07Z,2024-12-10T00:46:09Z,12.27s,rabbitmq,3158712n,159860Ki
rabbitmq-5b7c5c8594-ldjs4,2024-12-10T00:46:07Z,2024-12-10T00:46:09Z,12.271s,rabbitmq,3058259n,155368Ki
rabbitmq-5b7c5c8594-lvhsg,2024-12-10T00:46:07Z,2024-12-10T00:46:09Z,12.273s,rabbitmq,2986669n,157348Ki
rabbitmq-5b7c5c8594-plk7b,2024-12-10T00:46:07Z,2024-12-10T00:46:09Z,12.271s,rabbitmq,86148773n,340752Ki
rabbitmq-5b7c5c8594-rls7p,2024-12-10T00:46:07Z,2024-12-10T00:46:09Z,12.27s,rabbitmq,3006177n,160244Ki
rabbitmq-5b7c5c8594-vxb5r,2024-12-10T00:46:07Z,2024-12-10T00:46:09Z,12.268s,rabbitmq,2968209n,162260Ki
rest-6db8bbcfc6-b7rll,2024-12-10T00:46:07Z,2024-12-10T00:46:09Z,12.272s,master,30262491n,31180Ki
rest-6db8bbcfc6-c29h4,2024-12-10T00:46:07Z,2024-12-10T00:46:09Z,12.271s,master,29073661n,31092Ki
rest-6db8bbcfc6-c7blv,2024-12-10T00:46:07Z,2024-12-10T00:46:09Z,12.27s,master,29412355n,31064Ki
rest-6db8bbcfc6-hnxr5,2024-12-10T00:46:07Z,2024-12-10T00:46:09Z,12.27s,master,29437229n,29228Ki
rest-6db8bbcfc6-pkcpj,2024-12-10T00:46:07Z,2024-12-10T00:46:09Z,12.273s,master,29388894n,29000Ki
rest-6db8bbcfc6-vr428,2024-12-10T00:46:07Z,2024-12-10T00:46:09Z,12.272s,master,29263388n,31084Ki
workerchar-67cfcffdf5-6mtkn,2024-12-10T00:46:07Z,2024-12-10T00:46:09Z,12.268s,workerchar,28507808n,22124Ki
workerchar-67cfcffdf5-hbsbk,2024-12-10T00:46:07Z,2024-12-10T00:46:09Z,12.272s,workerchar,73108213n,22156Ki
workerchar-67cfcffdf5-zmncl,2024-12-10T00:46:07Z,2024-12-10T00:46:09Z,12.271s,workerchar,71283742n,22116Ki
workerdb-665c87bb99-d25hj,2024-12-10T00:46:07Z,2024-12-10T00:46:09Z,12.271s,workerdb,75390017n,26680Ki
workerdb-665c87bb99-ksfzw,2024-12-10T00:46:07Z,2024-12-10T00:46:09Z,12.271s,workerdb,72777670n,26680Ki
workerdb-665c87bb99-pf9rw,2024-12-10T00:46:07Z,2024-12-10T00:46:09Z,12.27s,workerdb,73534360n,28524Ki
workerdb-665c87bb99-wlfp7,2024-12-10T00:46:07Z,2024-12-10T00:46:09Z,12.27s,workerdb,116071n,27404Ki
workerroll-dbdf6dcd4-hzfdp,2024-12-10T00:46:07Z,2024-12-10T00:46:09Z,12.271s,workerroll,69546n,20604Ki
cassdb01-cassandra-0,2024-12-10T00:46:07Z,2024-12-10T00:46:14Z,12.268s,cassandra,195367231n,1981996Ki
cassdb01-cassandra-1,2024-12-10T00:46:07Z,2024-12-10T00:46:14Z,12.27s,cassandra,301098736n,1741176Ki
cassdb01-cassandra-2,2024-12-10T00:46:07Z,2024-12-10T00:46:14Z,12.271s,cassandra,382228628n,1772260Ki
rabbitmq-5b7c5c8594-46pgb,2024-12-10T00:46:07Z,2024-12-10T00:46:14Z,12.271s,rabbitmq,2884964n,152292Ki
rabbitmq-5b7c5c8594-5znq2,2024-12-10T00:46:07Z,2024-12-10T00:46:14Z,12.271s,rabbitmq,2724635n,164276Ki
rabbitmq-5b7c5c8594-8fztx,2024-12-10T00:46:07Z,2024-12-10T00:46:14Z,12.268s,rabbitmq,3221119n,159448Ki
rabbitmq-5b7c5c8594-97cgd,2024-12-10T00:46:07Z,2024-12-10T00:46:14Z,12.27s,rabbitmq,11517644n,174548Ki
rabbitmq-5b7c5c8594-g6m5z,2024-12-10T00:46:07Z,2024-12-10T00:46:14Z,12.27s,rabbitmq,3158712n,159860Ki
rabbitmq-5b7c5c8594-ldjs4,2024-12-10T00:46:07Z,2024-12-10T00:46:14Z,12.271s,rabbitmq,3058259n,155368Ki
rabbitmq-5b7c5c8594-lvhsg,2024-12-10T00:46:07Z,2024-12-10T00:46:14Z,12.273s,rabbitmq,2986669n,157348Ki
rabbitmq-5b7c5c8594-plk7b,2024-12-10T00:46:07Z,2024-12-10T00:46:14Z,12.271s,rabbitmq,86148773n,340752Ki
rabbitmq-5b7c5c8594-rls7p,2024-12-10T00:46:07Z,2024-12-10T00:46:14Z,12.27s,rabbitmq,3006177n,160244Ki
rabbitmq-5b7c5c8594-vxb5r,2024-12-10T00:46:07Z,2024-12-10T00:46:14Z,12.268s,rabbitmq,2968209n,162260Ki
rest-6db8bbcfc6-b7rll,2024-12-10T00:46:07Z,2024-12-10T00:46:14Z,12.272s,master,30262491n,31180Ki
rest-6db8bbcfc6-c29h4,2024-12-10T00:46:07Z,2024-12-10T00:46:14Z,12.271s,master,29073661n,31092Ki
rest-6db8bbcfc6-c7blv,2024-12-10T00:46:07Z,2024-12-10T00:46:14Z,12.27s,master,29412355n,31064Ki
rest-6db8bbcfc6-hnxr5,2024-12-10T00:46:07Z,2024-12-10T00:46:14Z,12.27s,master,29437229n,29228Ki
rest-6db8bbcfc6-pkcpj,2024-12-10T00:46:07Z,2024-12-10T00:46:14Z,12.273s,master,29388894n,29000Ki
rest-6db8bbcfc6-vr428,2024-12-10T00:46:07Z,2024-12-10T00:46:14Z,12.272s,master,29263388n,31084Ki
workerchar-67cfcffdf5-6mtkn,2024-12-10T00:46:07Z,2024-12-10T00:46:14Z,12.268s,workerchar,28507808n,22124Ki
workerchar-67cfcffdf5-hbsbk,2024-12-10T00:46:07Z,2024-12-10T00:46:14Z,12.272s,workerchar,73108213n,22156Ki
workerchar-67cfcffdf5-zmncl,2024-12-10T00:46:07Z,2024-12-10T00:46:14Z,12.271s,workerchar,71283742n,22116Ki
workerdb-665c87bb99-d25hj,2024-12-10T00:46:07Z,2024-12-10T00:46:14Z,12.271s,workerdb,75390017n,26680Ki
workerdb-665c87bb99-ksfzw,2024-12-10T00:46:07Z,2024-12-10T00:46:14Z,12.271s,workerdb,72777670n,26680Ki
workerdb-665c87bb99-pf9rw,2024-12-10T00:46:07Z,2024-12-10T00:46:14Z,12.27s,workerdb,73534360n,28524Ki
workerdb-665c87bb99-wlfp7,2024-12-10T00:46:07Z,2024-12-10T00:46:14Z,12.27s,workerdb,116071n,27404Ki
workerroll-dbdf6dcd4-hzfdp,2024-12-10T00:46:07Z,2024-12-10T00:46:14Z,12.271s,workerroll,69546n,20604Ki
cassdb01-cassandra-0,2024-12-10T00:46:07Z,2024-12-10T00:46:19Z,12.268s,cassandra,195367231n,1981996Ki
cassdb01-cassandra-1,2024-12-10T00:46:07Z,2024-12-10T00:46:19Z,12.27s,cassandra,301098736n,1741176Ki
cassdb01-cassandra-2,2024-12-10T00:46:07Z,2024-12-10T00:46:19Z,12.271s,cassandra,382228628n,1772260Ki
rabbitmq-5b7c5c8594-46pgb,2024-12-10T00:46:07Z,2024-12-10T00:46:19Z,12.271s,rabbitmq,2884964n,152292Ki
rabbitmq-5b7c5c8594-5znq2,2024-12-10T00:46:07Z,2024-12-10T00:46:19Z,12.271s,rabbitmq,2724635n,164276Ki
rabbitmq-5b7c5c8594-8fztx,2024-12-10T00:46:07Z,2024-12-10T00:46:19Z,12.268s,rabbitmq,3221119n,159448Ki
rabbitmq-5b7c5c8594-97cgd,2024-12-10T00:46:07Z,2024-12-10T00:46:19Z,12.27s,rabbitmq,11517644n,174548Ki
rabbitmq-5b7c5c8594-g6m5z,2024-12-10T00:46:07Z,2024-12-10T00:46:19Z,12.27s,rabbitmq,3158712n,159860Ki
rabbitmq-5b7c5c8594-ldjs4,2024-12-10T00:46:07Z,2024-12-10T00:46:19Z,12.271s,rabbitmq,3058259n,155368Ki
rabbitmq-5b7c5c8594-lvhsg,2024-12-10T00:46:07Z,2024-12-10T00:46:19Z,12.273s,rabbitmq,2986669n,157348Ki
rabbitmq-5b7c5c8594-plk7b,2024-12-10T00:46:07Z,2024-12-10T00:46:19Z,12.271s,rabbitmq,86148773n,340752Ki
rabbitmq-5b7c5c8594-rls7p,2024-12-10T00:46:07Z,2024-12-10T00:46:19Z,12.27s,rabbitmq,3006177n,160244Ki
rabbitmq-5b7c5c8594-vxb5r,2024-12-10T00:46:07Z,2024-12-10T00:46:19Z,12.268s,rabbitmq,2968209n,162260Ki
rest-6db8bbcfc6-b7rll,2024-12-10T00:46:07Z,2024-12-10T00:46:19Z,12.272s,master,30262491n,31180Ki
rest-6db8bbcfc6-c29h4,2024-12-10T00:46:07Z,2024-12-10T00:46:19Z,12.271s,master,29073661n,31092Ki
rest-6db8bbcfc6-c7blv,2024-12-10T00:46:07Z,2024-12-10T00:46:19Z,12.27s,master,29412355n,31064Ki
rest-6db8bbcfc6-hnxr5,2024-12-10T00:46:07Z,2024-12-10T00:46:19Z,12.27s,master,29437229n,29228Ki
rest-6db8bbcfc6-pkcpj,2024-12-10T00:46:07Z,2024-12-10T00:46:19Z,12.273s,master,29388894n,29000Ki
rest-6db8bbcfc6-vr428,2024-12-10T00:46:07Z,2024-12-10T00:46:19Z,12.272s,master,29263388n,31084Ki
workerchar-67cfcffdf5-6mtkn,2024-12-10T00:46:07Z,2024-12-10T00:46:19Z,12.268s,workerchar,28507808n,22124Ki
workerchar-67cfcffdf5-hbsbk,2024-12-10T00:46:07Z,2024-12-10T00:46:19Z,12.272s,workerchar,73108213n,22156Ki
workerchar-67cfcffdf5-zmncl,2024-12-10T00:46:07Z,2024-12-10T00:46:19Z,12.271s,workerchar,71283742n,22116Ki
workerdb-665c87bb99-d25hj,2024-12-10T00:46:07Z,2024-12-10T00:46:19Z,12.271s,workerdb,75390017n,26680Ki
workerdb-665c87bb99-ksfzw,2024-12-10T00:46:07Z,2024-12-10T00:46:19Z,12.271s,workerdb,72777670n,26680Ki
workerdb-665c87bb99-pf9rw,2024-12-10T00:46:07Z,2024-12-10T00:46:19Z,12.27s,workerdb,73534360n,28524Ki
workerdb-665c87bb99-wlfp7,2024-12-10T00:46:07Z,2024-12-10T00:46:19Z,12.27s,workerdb,116071n,27404Ki
workerroll-dbdf6dcd4-hzfdp,2024-12-10T00:46:07Z,2024-12-10T00:46:19Z,12.271s,workerroll,69546n,20604Ki
cassdb01-cassandra-0,2024-12-10T00:46:22Z,2024-12-10T00:46:24Z,15.004s,cassandra,402525386n,1982004Ki
cassdb01-cassandra-1,2024-12-10T00:46:22Z,2024-12-10T00:46:24Z,14.999s,cassandra,275389979n,1741264Ki
cassdb01-cassandra-2,2024-12-10T00:46:22Z,2024-12-10T00:46:24Z,14.995s,cassandra,360059973n,1772256Ki
rabbitmq-5b7c5c8594-46pgb,2024-12-10T00:46:22Z,2024-12-10T00:46:24Z,14.995s,rabbitmq,2580640n,152316Ki
rabbitmq-5b7c5c8594-5znq2,2024-12-10T00:46:22Z,2024-12-10T00:46:24Z,15.001s,rabbitmq,2613512n,164300Ki
rabbitmq-5b7c5c8594-8fztx,2024-12-10T00:46:22Z,2024-12-10T00:46:24Z,14.998s,rabbitmq,3222189n,159364Ki
rabbitmq-5b7c5c8594-97cgd,2024-12-10T00:46:22Z,2024-12-10T00:46:24Z,14.999s,rabbitmq,11843816n,172324Ki
rabbitmq-5b7c5c8594-g6m5z,2024-12-10T00:46:22Z,2024-12-10T00:46:24Z,14.995s,rabbitmq,2526388n,159912Ki
rabbitmq-5b7c5c8594-ldjs4,2024-12-10T00:46:22Z,2024-12-10T00:46:24Z,14.998s,rabbitmq,2343625n,154856Ki
rabbitmq-5b7c5c8594-lvhsg,2024-12-10T00:46:22Z,2024-12-10T00:46:24Z,14.998s,rabbitmq,2365175n,157372Ki
rabbitmq-5b7c5c8594-plk7b,2024-12-10T00:46:22Z,2024-12-10T00:46:24Z,14.996s,rabbitmq,76237389n,324920Ki
rabbitmq-5b7c5c8594-rls7p,2024-12-10T00:46:22Z,2024-12-10T00:46:24Z,14.999s,rabbitmq,2572631n,160340Ki
rabbitmq-5b7c5c8594-vxb5r,2024-12-10T00:46:22Z,2024-12-10T00:46:24Z,15.001s,rabbitmq,2430651n,162264Ki
rest-6db8bbcfc6-b7rll,2024-12-10T00:46:22Z,2024-12-10T00:46:24Z,14.995s,master,32263747n,31180Ki
rest-6db8bbcfc6-c29h4,2024-12-10T00:46:22Z,2024-12-10T00:46:24Z,14.995s,master,31990936n,31104Ki
rest-6db8bbcfc6-c7blv,2024-12-10T00:46:22Z,2024-12-10T00:46:24Z,14.999s,master,32781518n,31076Ki
rest-6db8bbcfc6-hnxr5,2024-12-10T00:46:22Z,2024-12-10T00:46:24Z,14.999s,master,32804626n,29248Ki
rest-6db8bbcfc6-pkcpj,2024-12-10T00:46:22Z,2024-12-10T00:46:24Z,14.999s,master,31732075n,29056Ki
rest-6db8bbcfc6-vr428,2024-12-10T00:46:22Z,2024-12-10T00:46:24Z,14.997s,master,32218463n,31112Ki
workerchar-67cfcffdf5-6mtkn,2024-12-10T00:46:22Z,2024-12-10T00:46:24Z,15.004s,workerchar,31516322n,22124Ki
workerchar-67cfcffdf5-hbsbk,2024-12-10T00:46:22Z,2024-12-10T00:46:24Z,14.999s,workerchar,80130542n,22156Ki
workerchar-67cfcffdf5-zmncl,2024-12-10T00:46:22Z,2024-12-10T00:46:24Z,14.995s,workerchar,77457752n,22116Ki
workerdb-665c87bb99-d25hj,2024-12-10T00:46:22Z,2024-12-10T00:46:24Z,14.998s,workerdb,82323969n,26680Ki
workerdb-665c87bb99-ksfzw,2024-12-10T00:46:22Z,2024-12-10T00:46:24Z,14.998s,workerdb,79055040n,26680Ki
workerdb-665c87bb99-pf9rw,2024-12-10T00:46:22Z,2024-12-10T00:46:24Z,15s,workerdb,78958646n,28524Ki
workerdb-665c87bb99-wlfp7,2024-12-10T00:46:22Z,2024-12-10T00:46:24Z,14.999s,workerdb,7133n,27404Ki
workerroll-dbdf6dcd4-hzfdp,2024-12-10T00:46:22Z,2024-12-10T00:46:24Z,14.999s,workerroll,0,20604Ki
cassdb01-cassandra-0,2024-12-10T00:46:22Z,2024-12-10T00:46:27Z,15.004s,cassandra,402525386n,1982004Ki
cassdb01-cassandra-1,2024-12-10T00:46:22Z,2024-12-10T00:46:27Z,14.999s,cassandra,275389979n,1741264Ki
cassdb01-cassandra-2,2024-12-10T00:46:22Z,2024-12-10T00:46:27Z,14.995s,cassandra,360059973n,1772256Ki
rabbitmq-5b7c5c8594-46pgb,2024-12-10T00:46:22Z,2024-12-10T00:46:27Z,14.995s,rabbitmq,2580640n,152316Ki
rabbitmq-5b7c5c8594-5znq2,2024-12-10T00:46:22Z,2024-12-10T00:46:27Z,15.001s,rabbitmq,2613512n,164300Ki
rabbitmq-5b7c5c8594-8fztx,2024-12-10T00:46:22Z,2024-12-10T00:46:27Z,14.998s,rabbitmq,3222189n,159364Ki
rabbitmq-5b7c5c8594-97cgd,2024-12-10T00:46:22Z,2024-12-10T00:46:27Z,14.999s,rabbitmq,11843816n,172324Ki
rabbitmq-5b7c5c8594-g6m5z,2024-12-10T00:46:22Z,2024-12-10T00:46:27Z,14.995s,rabbitmq,2526388n,159912Ki
rabbitmq-5b7c5c8594-ldjs4,2024-12-10T00:46:22Z,2024-12-10T00:46:27Z,14.998s,rabbitmq,2343625n,154856Ki
rabbitmq-5b7c5c8594-lvhsg,2024-12-10T00:46:22Z,2024-12-10T00:46:27Z,14.998s,rabbitmq,2365175n,157372Ki
rabbitmq-5b7c5c8594-plk7b,2024-12-10T00:46:22Z,2024-12-10T00:46:27Z,14.996s,rabbitmq,76237389n,324920Ki
rabbitmq-5b7c5c8594-rls7p,2024-12-10T00:46:22Z,2024-12-10T00:46:27Z,14.999s,rabbitmq,2572631n,160340Ki
rabbitmq-5b7c5c8594-vxb5r,2024-12-10T00:46:22Z,2024-12-10T00:46:27Z,15.001s,rabbitmq,2430651n,162264Ki
rest-6db8bbcfc6-b7rll,2024-12-10T00:46:22Z,2024-12-10T00:46:27Z,14.995s,master,32263747n,31180Ki
rest-6db8bbcfc6-c29h4,2024-12-10T00:46:22Z,2024-12-10T00:46:27Z,14.995s,master,31990936n,31104Ki
rest-6db8bbcfc6-c7blv,2024-12-10T00:46:22Z,2024-12-10T00:46:27Z,14.999s,master,32781518n,31076Ki
rest-6db8bbcfc6-hnxr5,2024-12-10T00:46:22Z,2024-12-10T00:46:27Z,14.999s,master,32804626n,29248Ki
rest-6db8bbcfc6-pkcpj,2024-12-10T00:46:22Z,2024-12-10T00:46:27Z,14.999s,master,31732075n,29056Ki
rest-6db8bbcfc6-vr428,2024-12-10T00:46:22Z,2024-12-10T00:46:27Z,14.997s,master,32218463n,31112Ki
workerchar-67cfcffdf5-6mtkn,2024-12-10T00:46:22Z,2024-12-10T00:46:27Z,15.004s,workerchar,31516322n,22124Ki
workerchar-67cfcffdf5-hbsbk,2024-12-10T00:46:22Z,2024-12-10T00:46:27Z,14.999s,workerchar,80130542n,22156Ki
workerchar-67cfcffdf5-zmncl,2024-12-10T00:46:22Z,2024-12-10T00:46:27Z,14.995s,workerchar,77457752n,22116Ki
workerdb-665c87bb99-d25hj,2024-12-10T00:46:22Z,2024-12-10T00:46:27Z,14.998s,workerdb,82323969n,26680Ki
workerdb-665c87bb99-ksfzw,2024-12-10T00:46:22Z,2024-12-10T00:46:27Z,14.998s,workerdb,79055040n,26680Ki
workerdb-665c87bb99-pf9rw,2024-12-10T00:46:22Z,2024-12-10T00:46:27Z,15s,workerdb,78958646n,28524Ki
