dep_name,timestamp,cr_timestamp,time_window,container_name,cpu_use,mem_use
rest-6db8bbcfc6-hnxr5,2024-12-10T00:40:55Z,2024-12-10T00:40:57Z,14.997s,master,36320230n,29072Ki
rest-6db8bbcfc6-pkcpj,2024-12-10T00:40:55Z,2024-12-10T00:40:57Z,14.996s,master,33815704n,28772Ki
rest-6db8bbcfc6-vr428,2024-12-10T00:40:55Z,2024-12-10T00:40:57Z,14.996s,master,34980968n,30764Ki
workerchar-67cfcffdf5-6mtkn,2024-12-10T00:40:55Z,2024-12-10T00:40:57Z,14.996s,workerchar,34255374n,22120Ki
workerchar-67cfcffdf5-hbsbk,2024-12-10T00:40:55Z,2024-12-10T00:40:57Z,14.997s,workerchar,86622217n,22156Ki
workerchar-67cfcffdf5-zmncl,2024-12-10T00:40:55Z,2024-12-10T00:40:57Z,14.996s,workerchar,84235729n,22112Ki
workerdb-665c87bb99-d25hj,2024-12-10T00:40:55Z,2024-12-10T00:40:57Z,14.997s,workerdb,87594972n,26452Ki
workerdb-665c87bb99-ksfzw,2024-12-10T00:40:55Z,2024-12-10T00:40:57Z,14.996s,workerdb,85236056n,26448Ki
workerdb-665c87bb99-pf9rw,2024-12-10T00:40:55Z,2024-12-10T00:40:57Z,14.996s,workerdb,85335422n,28472Ki
workerdb-665c87bb99-wlfp7,2024-12-10T00:40:55Z,2024-12-10T00:40:57Z,14.998s,workerdb,8154n,27404Ki
workerroll-dbdf6dcd4-hzfdp,2024-12-10T00:40:55Z,2024-12-10T00:40:57Z,14.996s,workerroll,0,20604Ki
cassdb01-cassandra-0,2024-12-10T00:40:55Z,2024-12-10T00:41:02Z,14.999s,cassandra,407191786n,1981624Ki
cassdb01-cassandra-1,2024-12-10T00:40:55Z,2024-12-10T00:41:02Z,15.001s,cassandra,266835897n,1741164Ki
cassdb01-cassandra-2,2024-12-10T00:40:55Z,2024-12-10T00:41:02Z,14.998s,cassandra,370979123n,1772448Ki
rabbitmq-5b7c5c8594-97cgd,2024-12-10T00:40:55Z,2024-12-10T00:41:02Z,14.998s,rabbitmq,12416075n,160872Ki
rabbitmq-5b7c5c8594-ldjs4,2024-12-10T00:40:55Z,2024-12-10T00:41:02Z,14.997s,rabbitmq,2523951n,154324Ki
rabbitmq-5b7c5c8594-plk7b,2024-12-10T00:40:55Z,2024-12-10T00:41:02Z,14.998s,rabbitmq,84638498n,215704Ki
rabbitmq-5b7c5c8594-vxb5r,2024-12-10T00:40:55Z,2024-12-10T00:41:02Z,14.997s,rabbitmq,3081142n,161680Ki
rest-6db8bbcfc6-b7rll,2024-12-10T00:40:55Z,2024-12-10T00:41:02Z,14.998s,master,35559627n,30936Ki
rest-6db8bbcfc6-c29h4,2024-12-10T00:40:55Z,2024-12-10T00:41:02Z,14.997s,master,34495232n,30856Ki
rest-6db8bbcfc6-c7blv,2024-12-10T00:40:55Z,2024-12-10T00:41:02Z,14.997s,master,34972114n,30752Ki
rest-6db8bbcfc6-hnxr5,2024-12-10T00:40:55Z,2024-12-10T00:41:02Z,14.997s,master,36320230n,29072Ki
rest-6db8bbcfc6-pkcpj,2024-12-10T00:40:55Z,2024-12-10T00:41:02Z,14.996s,master,33815704n,28772Ki
rest-6db8bbcfc6-vr428,2024-12-10T00:40:55Z,2024-12-10T00:41:02Z,14.996s,master,34980968n,30764Ki
workerchar-67cfcffdf5-6mtkn,2024-12-10T00:40:55Z,2024-12-10T00:41:02Z,14.996s,workerchar,34255374n,22120Ki
workerchar-67cfcffdf5-hbsbk,2024-12-10T00:40:55Z,2024-12-10T00:41:02Z,14.997s,workerchar,86622217n,22156Ki
workerchar-67cfcffdf5-zmncl,2024-12-10T00:40:55Z,2024-12-10T00:41:02Z,14.996s,workerchar,84235729n,22112Ki
workerdb-665c87bb99-d25hj,2024-12-10T00:40:55Z,2024-12-10T00:41:02Z,14.997s,workerdb,87594972n,26452Ki
workerdb-665c87bb99-ksfzw,2024-12-10T00:40:55Z,2024-12-10T00:41:02Z,14.996s,workerdb,85236056n,26448Ki
workerdb-665c87bb99-pf9rw,2024-12-10T00:40:55Z,2024-12-10T00:41:02Z,14.996s,workerdb,85335422n,28472Ki
workerdb-665c87bb99-wlfp7,2024-12-10T00:40:55Z,2024-12-10T00:41:02Z,14.998s,workerdb,8154n,27404Ki
workerroll-dbdf6dcd4-hzfdp,2024-12-10T00:40:55Z,2024-12-10T00:41:02Z,14.996s,workerroll,0,20604Ki
cassdb01-cassandra-0,2024-12-10T00:41:07Z,2024-12-10T00:41:07Z,12.276s,cassandra,199675716n,1981652Ki
cassdb01-cassandra-1,2024-12-10T00:41:07Z,2024-12-10T00:41:07Z,12.277s,cassandra,308825323n,1741324Ki
cassdb01-cassandra-2,2024-12-10T00:41:07Z,2024-12-10T00:41:07Z,12.275s,cassandra,382467372n,1772504Ki
rabbitmq-5b7c5c8594-97cgd,2024-12-10T00:41:07Z,2024-12-10T00:41:07Z,12.276s,rabbitmq,11761689n,161228Ki
rabbitmq-5b7c5c8594-ldjs4,2024-12-10T00:41:07Z,2024-12-10T00:41:07Z,12.277s,rabbitmq,3092962n,154372Ki
rabbitmq-5b7c5c8594-plk7b,2024-12-10T00:41:07Z,2024-12-10T00:41:07Z,12.278s,rabbitmq,70293614n,261752Ki
rabbitmq-5b7c5c8594-vxb5r,2024-12-10T00:41:07Z,2024-12-10T00:41:07Z,12.278s,rabbitmq,3469514n,161688Ki
rest-6db8bbcfc6-b7rll,2024-12-10T00:41:07Z,2024-12-10T00:41:07Z,12.276s,master,30018393n,30952Ki
rest-6db8bbcfc6-c29h4,2024-12-10T00:41:07Z,2024-12-10T00:41:07Z,12.279s,master,30179664n,30892Ki
rest-6db8bbcfc6-c7blv,2024-12-10T00:41:07Z,2024-12-10T00:41:07Z,12.278s,master,29352524n,30796Ki
rest-6db8bbcfc6-hnxr5,2024-12-10T00:41:07Z,2024-12-10T00:41:07Z,12.277s,master,30461920n,29076Ki
rest-6db8bbcfc6-pkcpj,2024-12-10T00:41:07Z,2024-12-10T00:41:07Z,12.279s,master,29223422n,28796Ki
rest-6db8bbcfc6-vr428,2024-12-10T00:41:07Z,2024-12-10T00:41:07Z,12.277s,master,29964217n,30808Ki
workerchar-67cfcffdf5-6mtkn,2024-12-10T00:41:07Z,2024-12-10T00:41:07Z,12.28s,workerchar,28743184n,22120Ki
workerchar-67cfcffdf5-hbsbk,2024-12-10T00:41:07Z,2024-12-10T00:41:07Z,12.278s,workerchar,73105057n,22160Ki
workerchar-67cfcffdf5-zmncl,2024-12-10T00:41:07Z,2024-12-10T00:41:07Z,12.277s,workerchar,70913578n,22112Ki
workerdb-665c87bb99-d25hj,2024-12-10T00:41:07Z,2024-12-10T00:41:07Z,12.276s,workerdb,76249877n,26512Ki
workerdb-665c87bb99-ksfzw,2024-12-10T00:41:07Z,2024-12-10T00:41:07Z,12.278s,workerdb,73455448n,26480Ki
workerdb-665c87bb99-pf9rw,2024-12-10T00:41:07Z,2024-12-10T00:41:07Z,12.277s,workerdb,72655559n,28472Ki
workerdb-665c87bb99-wlfp7,2024-12-10T00:41:07Z,2024-12-10T00:41:07Z,12.276s,workerdb,134832n,27404Ki
workerroll-dbdf6dcd4-hzfdp,2024-12-10T00:41:07Z,2024-12-10T00:41:07Z,12.279s,workerroll,71251n,20604Ki
cassdb01-cassandra-0,2024-12-10T00:41:07Z,2024-12-10T00:41:13Z,12.276s,cassandra,199675716n,1981652Ki
cassdb01-cassandra-1,2024-12-10T00:41:07Z,2024-12-10T00:41:13Z,12.277s,cassandra,308825323n,1741324Ki
cassdb01-cassandra-2,2024-12-10T00:41:07Z,2024-12-10T00:41:13Z,12.275s,cassandra,382467372n,1772504Ki
rabbitmq-5b7c5c8594-97cgd,2024-12-10T00:41:07Z,2024-12-10T00:41:13Z,12.276s,rabbitmq,11761689n,161228Ki
rabbitmq-5b7c5c8594-ldjs4,2024-12-10T00:41:07Z,2024-12-10T00:41:13Z,12.277s,rabbitmq,3092962n,154372Ki
rabbitmq-5b7c5c8594-plk7b,2024-12-10T00:41:07Z,2024-12-10T00:41:13Z,12.278s,rabbitmq,70293614n,261752Ki
rabbitmq-5b7c5c8594-vxb5r,2024-12-10T00:41:07Z,2024-12-10T00:41:13Z,12.278s,rabbitmq,3469514n,161688Ki
rest-6db8bbcfc6-b7rll,2024-12-10T00:41:07Z,2024-12-10T00:41:13Z,12.276s,master,30018393n,30952Ki
rest-6db8bbcfc6-c29h4,2024-12-10T00:41:07Z,2024-12-10T00:41:13Z,12.279s,master,30179664n,30892Ki
rest-6db8bbcfc6-c7blv,2024-12-10T00:41:07Z,2024-12-10T00:41:13Z,12.278s,master,29352524n,30796Ki
rest-6db8bbcfc6-hnxr5,2024-12-10T00:41:07Z,2024-12-10T00:41:13Z,12.277s,master,30461920n,29076Ki
rest-6db8bbcfc6-pkcpj,2024-12-10T00:41:07Z,2024-12-10T00:41:13Z,12.279s,master,29223422n,28796Ki
rest-6db8bbcfc6-vr428,2024-12-10T00:41:07Z,2024-12-10T00:41:13Z,12.277s,master,29964217n,30808Ki
workerchar-67cfcffdf5-6mtkn,2024-12-10T00:41:07Z,2024-12-10T00:41:13Z,12.28s,workerchar,28743184n,22120Ki
workerchar-67cfcffdf5-hbsbk,2024-12-10T00:41:07Z,2024-12-10T00:41:13Z,12.278s,workerchar,73105057n,22160Ki
workerchar-67cfcffdf5-zmncl,2024-12-10T00:41:07Z,2024-12-10T00:41:13Z,12.277s,workerchar,70913578n,22112Ki
workerdb-665c87bb99-d25hj,2024-12-10T00:41:07Z,2024-12-10T00:41:13Z,12.276s,workerdb,76249877n,26512Ki
workerdb-665c87bb99-ksfzw,2024-12-10T00:41:07Z,2024-12-10T00:41:13Z,12.278s,workerdb,73455448n,26480Ki
workerdb-665c87bb99-pf9rw,2024-12-10T00:41:07Z,2024-12-10T00:41:13Z,12.277s,workerdb,72655559n,28472Ki
workerdb-665c87bb99-wlfp7,2024-12-10T00:41:07Z,2024-12-10T00:41:13Z,12.276s,workerdb,134832n,27404Ki
workerroll-dbdf6dcd4-hzfdp,2024-12-10T00:41:07Z,2024-12-10T00:41:13Z,12.279s,workerroll,71251n,20604Ki
cassdb01-cassandra-0,2024-12-10T00:41:07Z,2024-12-10T00:41:18Z,12.276s,cassandra,199675716n,1981652Ki
cassdb01-cassandra-1,2024-12-10T00:41:07Z,2024-12-10T00:41:18Z,12.277s,cassandra,308825323n,1741324Ki
cassdb01-cassandra-2,2024-12-10T00:41:07Z,2024-12-10T00:41:18Z,12.275s,cassandra,382467372n,1772504Ki
rabbitmq-5b7c5c8594-97cgd,2024-12-10T00:41:07Z,2024-12-10T00:41:18Z,12.276s,rabbitmq,11761689n,161228Ki
rabbitmq-5b7c5c8594-ldjs4,2024-12-10T00:41:07Z,2024-12-10T00:41:18Z,12.277s,rabbitmq,3092962n,154372Ki
rabbitmq-5b7c5c8594-plk7b,2024-12-10T00:41:07Z,2024-12-10T00:41:18Z,12.278s,rabbitmq,70293614n,261752Ki
rabbitmq-5b7c5c8594-vxb5r,2024-12-10T00:41:07Z,2024-12-10T00:41:18Z,12.278s,rabbitmq,3469514n,161688Ki
rest-6db8bbcfc6-b7rll,2024-12-10T00:41:07Z,2024-12-10T00:41:18Z,12.276s,master,30018393n,30952Ki
rest-6db8bbcfc6-c29h4,2024-12-10T00:41:07Z,2024-12-10T00:41:18Z,12.279s,master,30179664n,30892Ki
rest-6db8bbcfc6-c7blv,2024-12-10T00:41:07Z,2024-12-10T00:41:18Z,12.278s,master,29352524n,30796Ki
rest-6db8bbcfc6-hnxr5,2024-12-10T00:41:07Z,2024-12-10T00:41:18Z,12.277s,master,30461920n,29076Ki
rest-6db8bbcfc6-pkcpj,2024-12-10T00:41:07Z,2024-12-10T00:41:18Z,12.279s,master,29223422n,28796Ki
rest-6db8bbcfc6-vr428,2024-12-10T00:41:07Z,2024-12-10T00:41:18Z,12.277s,master,29964217n,30808Ki
workerchar-67cfcffdf5-6mtkn,2024-12-10T00:41:07Z,2024-12-10T00:41:18Z,12.28s,workerchar,28743184n,22120Ki
workerchar-67cfcffdf5-hbsbk,2024-12-10T00:41:07Z,2024-12-10T00:41:18Z,12.278s,workerchar,73105057n,22160Ki
workerchar-67cfcffdf5-zmncl,2024-12-10T00:41:07Z,2024-12-10T00:41:18Z,12.277s,workerchar,70913578n,22112Ki
workerdb-665c87bb99-d25hj,2024-12-10T00:41:07Z,2024-12-10T00:41:18Z,12.276s,workerdb,76249877n,26512Ki
workerdb-665c87bb99-ksfzw,2024-12-10T00:41:07Z,2024-12-10T00:41:18Z,12.278s,workerdb,73455448n,26480Ki
workerdb-665c87bb99-pf9rw,2024-12-10T00:41:07Z,2024-12-10T00:41:18Z,12.277s,workerdb,72655559n,28472Ki
workerdb-665c87bb99-wlfp7,2024-12-10T00:41:07Z,2024-12-10T00:41:18Z,12.276s,workerdb,134832n,27404Ki
workerroll-dbdf6dcd4-hzfdp,2024-12-10T00:41:07Z,2024-12-10T00:41:18Z,12.279s,workerroll,71251n,20604Ki
cassdb01-cassandra-0,2024-12-10T00:41:22Z,2024-12-10T00:41:23Z,14.999s,cassandra,419858043n,1982104Ki
cassdb01-cassandra-1,2024-12-10T00:41:22Z,2024-12-10T00:41:23Z,14.997s,cassandra,267288544n,1741416Ki
cassdb01-cassandra-2,2024-12-10T00:41:22Z,2024-12-10T00:41:23Z,15s,cassandra,368447213n,1772328Ki
rabbitmq-5b7c5c8594-97cgd,2024-12-10T00:41:22Z,2024-12-10T00:41:23Z,14.999s,rabbitmq,12031835n,161404Ki
rabbitmq-5b7c5c8594-g6m5z,2024-12-10T00:41:22Z,2024-12-10T00:41:23Z,14.996s,rabbitmq,350427667n,198412Ki
rabbitmq-5b7c5c8594-ldjs4,2024-12-10T00:41:22Z,2024-12-10T00:41:23Z,14.999s,rabbitmq,3039262n,154640Ki
rabbitmq-5b7c5c8594-plk7b,2024-12-10T00:41:22Z,2024-12-10T00:41:23Z,14.998s,rabbitmq,89501220n,234224Ki
rabbitmq-5b7c5c8594-vxb5r,2024-12-10T00:41:22Z,2024-12-10T00:41:23Z,14.997s,rabbitmq,2914516n,161696Ki
rest-6db8bbcfc6-b7rll,2024-12-10T00:41:22Z,2024-12-10T00:41:23Z,14.999s,master,34023268n,30972Ki
rest-6db8bbcfc6-c29h4,2024-12-10T00:41:22Z,2024-12-10T00:41:23Z,14.997s,master,34333926n,30920Ki
rest-6db8bbcfc6-c7blv,2024-12-10T00:41:22Z,2024-12-10T00:41:23Z,14.997s,master,33750383n,30868Ki
rest-6db8bbcfc6-hnxr5,2024-12-10T00:41:22Z,2024-12-10T00:41:23Z,14.998s,master,35065042n,29084Ki
rest-6db8bbcfc6-pkcpj,2024-12-10T00:41:22Z,2024-12-10T00:41:23Z,14.996s,master,33970392n,28856Ki
rest-6db8bbcfc6-vr428,2024-12-10T00:41:22Z,2024-12-10T00:41:23Z,14.998s,master,32753060n,30848Ki
workerchar-67cfcffdf5-6mtkn,2024-12-10T00:41:22Z,2024-12-10T00:41:23Z,14.996s,workerchar,33368031n,22120Ki
workerchar-67cfcffdf5-hbsbk,2024-12-10T00:41:22Z,2024-12-10T00:41:23Z,14.997s,workerchar,84825458n,22156Ki
workerchar-67cfcffdf5-zmncl,2024-12-10T00:41:22Z,2024-12-10T00:41:23Z,14.999s,workerchar,81717161n,22112Ki
workerdb-665c87bb99-d25hj,2024-12-10T00:41:22Z,2024-12-10T00:41:23Z,14.998s,workerdb,85062815n,26512Ki
workerdb-665c87bb99-ksfzw,2024-12-10T00:41:22Z,2024-12-10T00:41:23Z,14.997s,workerdb,82800293n,26504Ki
workerdb-665c87bb99-pf9rw,2024-12-10T00:41:22Z,2024-12-10T00:41:23Z,14.998s,workerdb,82238398n,28472Ki
workerdb-665c87bb99-wlfp7,2024-12-10T00:41:22Z,2024-12-10T00:41:23Z,14.999s,workerdb,7727n,27404Ki
workerroll-dbdf6dcd4-hzfdp,2024-12-10T00:41:22Z,2024-12-10T00:41:23Z,14.997s,workerroll,0,20604Ki
cassdb01-cassandra-0,2024-12-10T00:41:22Z,2024-12-10T00:41:25Z,14.999s,cassandra,419858043n,1982104Ki
cassdb01-cassandra-1,2024-12-10T00:41:22Z,2024-12-10T00:41:25Z,14.997s,cassandra,267288544n,1741416Ki
cassdb01-cassandra-2,2024-12-10T00:41:22Z,2024-12-10T00:41:25Z,15s,cassandra,368447213n,1772328Ki
rabbitmq-5b7c5c8594-97cgd,2024-12-10T00:41:22Z,2024-12-10T00:41:25Z,14.999s,rabbitmq,12031835n,161404Ki
rabbitmq-5b7c5c8594-g6m5z,2024-12-10T00:41:22Z,2024-12-10T00:41:25Z,14.996s,rabbitmq,350427667n,198412Ki
rabbitmq-5b7c5c8594-ldjs4,2024-12-10T00:41:22Z,2024-12-10T00:41:25Z,14.999s,rabbitmq,3039262n,154640Ki
rabbitmq-5b7c5c8594-plk7b,2024-12-10T00:41:22Z,2024-12-10T00:41:25Z,14.998s,rabbitmq,89501220n,234224Ki
rabbitmq-5b7c5c8594-vxb5r,2024-12-10T00:41:22Z,2024-12-10T00:41:25Z,14.997s,rabbitmq,2914516n,161696Ki
rest-6db8bbcfc6-b7rll,2024-12-10T00:41:22Z,2024-12-10T00:41:25Z,14.999s,master,34023268n,30972Ki
rest-6db8bbcfc6-c29h4,2024-12-10T00:41:22Z,2024-12-10T00:41:25Z,14.997s,master,34333926n,30920Ki
rest-6db8bbcfc6-c7blv,2024-12-10T00:41:22Z,2024-12-10T00:41:25Z,14.997s,master,33750383n,30868Ki
rest-6db8bbcfc6-hnxr5,2024-12-10T00:41:22Z,2024-12-10T00:41:25Z,14.998s,master,35065042n,29084Ki
rest-6db8bbcfc6-pkcpj,2024-12-10T00:41:22Z,2024-12-10T00:41:25Z,14.996s,master,33970392n,28856Ki
rest-6db8bbcfc6-vr428,2024-12-10T00:41:22Z,2024-12-10T00:41:25Z,14.998s,master,32753060n,30848Ki
workerchar-67cfcffdf5-6mtkn,2024-12-10T00:41:22Z,2024-12-10T00:41:25Z,14.996s,workerchar,33368031n,22120Ki
workerchar-67cfcffdf5-hbsbk,2024-12-10T00:41:22Z,2024-12-10T00:41:25Z,14.997s,workerchar,84825458n,22156Ki
workerchar-67cfcffdf5-zmncl,2024-12-10T00:41:22Z,2024-12-10T00:41:25Z,14.999s,workerchar,81717161n,22112Ki
workerdb-665c87bb99-d25hj,2024-12-10T00:41:22Z,2024-12-10T00:41:25Z,14.998s,workerdb,85062815n,26512Ki
workerdb-665c87bb99-ksfzw,2024-12-10T00:41:22Z,2024-12-10T00:41:25Z,14.997s,workerdb,82800293n,26504Ki
workerdb-665c87bb99-pf9rw,2024-12-10T00:41:22Z,2024-12-10T00:41:25Z,14.998s,workerdb,82238398n,28472Ki
workerdb-665c87bb99-wlfp7,2024-12-10T00:41:22Z,2024-12-10T00:41:25Z,14.999s,workerdb,7727n,27404Ki
workerroll-dbdf6dcd4-hzfdp,2024-12-10T00:41:22Z,2024-12-10T00:41:25Z,14.997s,workerroll,0,20604Ki
cassdb01-cassandra-0,2024-12-10T00:41:22Z,2024-12-10T00:41:30Z,14.999s,cassandra,419858043n,1982104Ki
cassdb01-cassandra-1,2024-12-10T00:41:22Z,2024-12-10T00:41:30Z,14.997s,cassandra,267288544n,1741416Ki
cassdb01-cassandra-2,2024-12-10T00:41:22Z,2024-12-10T00:41:30Z,15s,cassandra,368447213n,1772328Ki
rabbitmq-5b7c5c8594-97cgd,2024-12-10T00:41:22Z,2024-12-10T00:41:30Z,14.999s,rabbitmq,12031835n,161404Ki
rabbitmq-5b7c5c8594-g6m5z,2024-12-10T00:41:22Z,2024-12-10T00:41:30Z,14.996s,rabbitmq,350427667n,198412Ki
rabbitmq-5b7c5c8594-ldjs4,2024-12-10T00:41:22Z,2024-12-10T00:41:30Z,14.999s,rabbitmq,3039262n,154640Ki
rabbitmq-5b7c5c8594-plk7b,2024-12-10T00:41:22Z,2024-12-10T00:41:30Z,14.998s,rabbitmq,89501220n,234224Ki
rabbitmq-5b7c5c8594-vxb5r,2024-12-10T00:41:22Z,2024-12-10T00:41:30Z,14.997s,rabbitmq,2914516n,161696Ki
rest-6db8bbcfc6-b7rll,2024-12-10T00:41:22Z,2024-12-10T00:41:30Z,14.999s,master,34023268n,30972Ki
rest-6db8bbcfc6-c29h4,2024-12-10T00:41:22Z,2024-12-10T00:41:30Z,14.997s,master,34333926n,30920Ki
rest-6db8bbcfc6-c7blv,2024-12-10T00:41:22Z,2024-12-10T00:41:30Z,14.997s,master,33750383n,30868Ki
rest-6db8bbcfc6-hnxr5,2024-12-10T00:41:22Z,2024-12-10T00:41:30Z,14.998s,master,35065042n,29084Ki
rest-6db8bbcfc6-pkcpj,2024-12-10T00:41:22Z,2024-12-10T00:41:30Z,14.996s,master,33970392n,28856Ki
rest-6db8bbcfc6-vr428,2024-12-10T00:41:22Z,2024-12-10T00:41:30Z,14.998s,master,32753060n,30848Ki
workerchar-67cfcffdf5-6mtkn,2024-12-10T00:41:22Z,2024-12-10T00:41:30Z,14.996s,workerchar,33368031n,22120Ki
workerchar-67cfcffdf5-hbsbk,2024-12-10T00:41:22Z,2024-12-10T00:41:30Z,14.997s,workerchar,84825458n,22156Ki
workerchar-67cfcffdf5-zmncl,2024-12-10T00:41:22Z,2024-12-10T00:41:30Z,14.999s,workerchar,81717161n,22112Ki
workerdb-665c87bb99-d25hj,2024-12-10T00:41:22Z,2024-12-10T00:41:30Z,14.998s,workerdb,85062815n,26512Ki
workerdb-665c87bb99-ksfzw,2024-12-10T00:41:22Z,2024-12-10T00:41:30Z,14.997s,workerdb,82800293n,26504Ki
workerdb-665c87bb99-pf9rw,2024-12-10T00:41:22Z,2024-12-10T00:41:30Z,14.998s,workerdb,82238398n,28472Ki
workerdb-665c87bb99-wlfp7,2024-12-10T00:41:22Z,2024-12-10T00:41:30Z,14.999s,workerdb,7727n,27404Ki
workerroll-dbdf6dcd4-hzfdp,2024-12-10T00:41:22Z,2024-12-10T00:41:30Z,14.997s,workerroll,0,20604Ki
cassdb01-cassandra-0,2024-12-10T00:41:34Z,2024-12-10T00:41:35Z,12.27s,cassandra,249441026n,1982132Ki
cassdb01-cassandra-1,2024-12-10T00:41:34Z,2024-12-10T00:41:35Z,12.271s,cassandra,332995460n,1741400Ki
cassdb01-cassandra-2,2024-12-10T00:41:34Z,2024-12-10T00:41:35Z,12.271s,cassandra,442685746n,1772348Ki
rabbitmq-5b7c5c8594-97cgd,2024-12-10T00:41:34Z,2024-12-10T00:41:35Z,12.271s,rabbitmq,15653760n,161752Ki
rabbitmq-5b7c5c8594-g6m5z,2024-12-10T00:41:34Z,2024-12-10T00:41:35Z,12.271s,rabbitmq,3777402n,159632Ki
rabbitmq-5b7c5c8594-ldjs4,2024-12-10T00:41:34Z,2024-12-10T00:41:35Z,12.27s,rabbitmq,3242045n,154520Ki
rabbitmq-5b7c5c8594-plk7b,2024-12-10T00:41:34Z,2024-12-10T00:41:35Z,12.273s,rabbitmq,117852570n,238896Ki
rabbitmq-5b7c5c8594-vxb5r,2024-12-10T00:41:34Z,2024-12-10T00:41:35Z,12.272s,rabbitmq,2865009n,161696Ki
rest-6db8bbcfc6-b7rll,2024-12-10T00:41:34Z,2024-12-10T00:41:35Z,12.271s,master,45065398n,31004Ki
rest-6db8bbcfc6-c29h4,2024-12-10T00:41:34Z,2024-12-10T00:41:35Z,12.272s,master,44689374n,30916Ki
rest-6db8bbcfc6-c7blv,2024-12-10T00:41:34Z,2024-12-10T00:41:35Z,12.271s,master,43984801n,30920Ki
rest-6db8bbcfc6-hnxr5,2024-12-10T00:41:34Z,2024-12-10T00:41:35Z,12.271s,master,45446573n,29084Ki
rest-6db8bbcfc6-pkcpj,2024-12-10T00:41:34Z,2024-12-10T00:41:35Z,12.272s,master,43329546n,28884Ki
rest-6db8bbcfc6-vr428,2024-12-10T00:41:34Z,2024-12-10T00:41:35Z,12.271s,master,43872096n,30892Ki
workerchar-67cfcffdf5-6mtkn,2024-12-10T00:41:34Z,2024-12-10T00:41:35Z,12.273s,workerchar,44517452n,22120Ki
workerchar-67cfcffdf5-hbsbk,2024-12-10T00:41:34Z,2024-12-10T00:41:35Z,12.271s,workerchar,110333053n,22156Ki
workerchar-67cfcffdf5-zmncl,2024-12-10T00:41:34Z,2024-12-10T00:41:35Z,12.272s,workerchar,106874926n,22112Ki
workerdb-665c87bb99-d25hj,2024-12-10T00:41:34Z,2024-12-10T00:41:35Z,12.275s,workerdb,113530924n,26524Ki
workerdb-665c87bb99-ksfzw,2024-12-10T00:41:34Z,2024-12-10T00:41:35Z,12.274s,workerdb,111363850n,26532Ki
workerdb-665c87bb99-pf9rw,2024-12-10T00:41:34Z,2024-12-10T00:41:35Z,12.275s,workerdb,110437197n,28508Ki
workerdb-665c87bb99-wlfp7,2024-12-10T00:41:34Z,2024-12-10T00:41:35Z,12.274s,workerdb,33721n,27404Ki
workerroll-dbdf6dcd4-hzfdp,2024-12-10T00:41:34Z,2024-12-10T00:41:35Z,12.271s,workerroll,64232n,20604Ki
cassdb01-cassandra-0,2024-12-10T00:41:34Z,2024-12-10T00:41:40Z,12.27s,cassandra,249441026n,1982132Ki
cassdb01-cassandra-1,2024-12-10T00:41:34Z,2024-12-10T00:41:40Z,12.271s,cassandra,332995460n,1741400Ki
cassdb01-cassandra-2,2024-12-10T00:41:34Z,2024-12-10T00:41:40Z,12.271s,cassandra,442685746n,1772348Ki
rabbitmq-5b7c5c8594-97cgd,2024-12-10T00:41:34Z,2024-12-10T00:41:40Z,12.271s,rabbitmq,15653760n,161752Ki
rabbitmq-5b7c5c8594-g6m5z,2024-12-10T00:41:34Z,2024-12-10T00:41:40Z,12.271s,rabbitmq,3777402n,159632Ki
rabbitmq-5b7c5c8594-ldjs4,2024-12-10T00:41:34Z,2024-12-10T00:41:40Z,12.27s,rabbitmq,3242045n,154520Ki
rabbitmq-5b7c5c8594-plk7b,2024-12-10T00:41:34Z,2024-12-10T00:41:40Z,12.273s,rabbitmq,117852570n,238896Ki
rabbitmq-5b7c5c8594-vxb5r,2024-12-10T00:41:34Z,2024-12-10T00:41:40Z,12.272s,rabbitmq,2865009n,161696Ki
rest-6db8bbcfc6-b7rll,2024-12-10T00:41:34Z,2024-12-10T00:41:40Z,12.271s,master,45065398n,31004Ki
rest-6db8bbcfc6-c29h4,2024-12-10T00:41:34Z,2024-12-10T00:41:40Z,12.272s,master,44689374n,30916Ki
rest-6db8bbcfc6-c7blv,2024-12-10T00:41:34Z,2024-12-10T00:41:40Z,12.271s,master,43984801n,30920Ki
rest-6db8bbcfc6-hnxr5,2024-12-10T00:41:34Z,2024-12-10T00:41:40Z,12.271s,master,45446573n,29084Ki
rest-6db8bbcfc6-pkcpj,2024-12-10T00:41:34Z,2024-12-10T00:41:40Z,12.272s,master,43329546n,28884Ki
rest-6db8bbcfc6-vr428,2024-12-10T00:41:34Z,2024-12-10T00:41:40Z,12.271s,master,43872096n,30892Ki
workerchar-67cfcffdf5-6mtkn,2024-12-10T00:41:34Z,2024-12-10T00:41:40Z,12.273s,workerchar,44517452n,22120Ki
workerchar-67cfcffdf5-hbsbk,2024-12-10T00:41:34Z,2024-12-10T00:41:40Z,12.271s,workerchar,110333053n,22156Ki
workerchar-67cfcffdf5-zmncl,2024-12-10T00:41:34Z,2024-12-10T00:41:40Z,12.272s,workerchar,106874926n,22112Ki
workerdb-665c87bb99-d25hj,2024-12-10T00:41:34Z,2024-12-10T00:41:40Z,12.275s,workerdb,113530924n,26524Ki
workerdb-665c87bb99-ksfzw,2024-12-10T00:41:34Z,2024-12-10T00:41:40Z,12.274s,workerdb,111363850n,26532Ki
